,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
20883,2019-01-13 16:11:53,36722699017270,"fraud_Gottlieb, Considine and Schultz",shopping_net,134.77,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,dd4cc3c8e43b445d64e3d97c0d7531ac,1326471113.0,32.69708,-111.268648,0.0
449921,2019-07-19 07:30:11,344342339068828,fraud_Stiedemann Ltd,food_dining,121.72,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,1967-05-05,a14b710b9c80990b58e01bdf25fc3e25,1342683011.0,31.122020000000003,-81.709429,0.0
494023,2019-08-03 19:59:31,4469777115158234880,"fraud_Mueller, Gerhold and Mueller",health_fitness,26.07,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,1980-11-22,b29736d96b62bd3dffbec972fb9c7f79,1344023971.0,42.967,-70.322937,0.0
306654,2019-05-28 18:14:20,6011893664860915,"fraud_Graham, Hegmann and Hammes",food_dining,78.41,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,34c3890640e4b193715042193b415b9b,1338228860.0,38.788593,-104.656803,0.0
254900,2019-05-06 20:01:24,36360452125889,fraud_Watsica LLC,personal_care,134.75,Christopher,Raymond,M,766 Potter Well,West Chazy,NY,12992,44.797,-73.5112,4778,Engineering geologist,1954-06-14,c657bc2bac2a9cc77b7e65c9c720fb63,1336334484.0,44.669155,-73.77393000000001,0.0
5519,2019-01-04 14:39:14,6526448584969862,fraud_Gerhold LLC,home,84.36,Nathan,Stewart,M,63502 Brown Road Apt. 318,West Long Branch,NJ,7764,40.2878,-74.0162,8097,Mechanical engineer,1964-02-18,1e0c0f9e1a6e1e47b544b356862c28d3,1325687954.0,39.830451,-73.308993,0.0
341256,2019-06-10 02:58:21,4605902936394,fraud_Heaney-Marquardt,entertainment,39.67,Vincent,Mueller,M,79019 Taylor Cliffs,Dallas,TX,75238,32.876999999999995,-96.708,1263321,Drilling engineer,1959-06-28,e4aae4ebd8ae35a064d68da186aaf45e,1339297101.0,32.309143,-96.226056,0.0
273698,2019-05-15 14:03:09,6011999606625827,fraud_Breitenberg-Hermiston,kids_pets,57.96,Ronald,Carson,M,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",1965-06-30,20d123ae5eca7a43e8a1116fc361cf2c,1337090589.0,40.906034000000005,-74.374904,0.0
454978,2019-07-20 23:57:40,4681601008538160,"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,70.45,Tammy,Davis,F,77663 Colleen Freeway,Moundsville,WV,26041,39.9148,-80.73100000000001,16183,Physiotherapist,1977-08-12,b9dbc08cb39da5117fa9a1c80bfc21f1,1342828660.0,40.267972,-80.70161800000001,0.0
281982,2019-05-19 10:55:47,345832460465610,fraud_Williamson LLC,misc_pos,206.61,Jason,Mcmahon,M,6385 Donald Square Suite 429,Springfield,VA,22151,38.8029,-77.2116,104396,Production engineer,1950-11-20,29dc2759f1974adb544050cf10dff035,1337424947.0,38.362874,-77.488166,0.0
86390,2019-02-20 05:01:05,4488258847705225890,fraud_Kihn Inc,shopping_pos,1.11,Jessica,Shaw,F,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,1929-08-23,0c08a42bfd17c6f863d559296d1de671,1329714065.0,34.734931,-82.109605,0.0
274664,2019-05-16 02:22:21,4926376199189801,fraud_Kutch-Hegmann,grocery_net,36.8,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,1977-06-07,61537cada4415cdc5c788841c5793fb6,1337134941.0,35.321423,-92.298769,0.0
337251,2019-06-09 01:57:36,4390966588600992777,fraud_Kutch and Sons,grocery_pos,118.61,Kyle,Simmons,M,8149 Harris Divide,Oklahoma City,OK,73134,35.6174,-97.5583,640470,Advertising copywriter,1966-06-24,72d2162bb384e7c380f90850ba13935c,1339207056.0,36.223754,-97.553193,0.0
124899,2019-03-10 17:08:30,4586810168620942,fraud_Haley Group,misc_pos,98.94,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,b5472e949f4cf603affc142570ecbda2,1331399310.0,32.781394,-79.680211,0.0
247637,2019-05-04 11:23:08,630424987505,fraud_Huel-Langworth,misc_net,2.38,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,1981-08-29,a62006ba16cbb3bf25b164591feef1a9,1336130588.0,39.056306,-80.26845,0.0
416085,2019-07-07 02:29:20,3531129874770000,fraud_Bahringer-Larson,grocery_net,54.95,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,59a9ebe68d2b80965645427d301325be,1341628160.0,43.548079,-73.380191,0.0
134540,2019-03-15 08:45:02,3597980945245815,fraud_Pouros-Conroy,shopping_pos,5.89,Mark,Allen,M,25360 Mcgee Forge,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",1957-04-25,87e2caea42668421aa480fc73b92f29f,1331801102.0,33.300152000000004,-94.509649,0.0
323392,2019-06-03 15:10:02,4607072969078276,"fraud_Metz, Russel and Metz",kids_pets,161.14,Brenda,Perez,F,033 Tara Brook Suite 523,Coyle,OK,73027,35.8985,-97.2607,1493,Amenity horticulturist,1985-03-21,ef8f13ecc796855664823929a4ebef2a,1338736202.0,35.226886,-97.548908,0.0
319711,2019-06-02 16:24:53,6011504998544485,"fraud_Terry, Johns and Bins",misc_pos,6.4,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,4623e03bf34f18bb2c8a5444e19a44e3,1338654293.0,32.201655,-86.44268100000001,0.0
401185,2019-07-01 09:26:53,6534628260579800,"fraud_Greenholt, Jacobi and Gleason",gas_transport,44.87,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,c1bd89fa54fceffc39adbb7311891353,1341134813.0,43.730979,-73.16024200000001,0.0
313802,2019-05-31 22:51:04,30487648872433,fraud_Abshire PLC,entertainment,56.17,Stephanie,Crane,F,144 Martinez Curve,Central,IN,47110,38.097,-86.1723,350,Counsellor,1955-01-05,3750d2d8b484eb167db010a1b9ac93f4,1338504664.0,38.302737,-85.999015,0.0
332834,2019-06-07 16:23:02,4769426683924058915,"fraud_Hettinger, McCullough and Fay",home,46.52,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,1954-08-22,ea89c7d4831dd65b06fee99d811df27e,1339086182.0,39.708881,-77.581362,0.0
412453,2019-07-06 01:17:48,3559160581764413,"fraud_Roob, Conn and Tremblay",shopping_pos,119.16,Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,1974-02-15,1a67659b311ed60ec72f7b2896ae726b,1341537468.0,43.188309,-78.630317,0.0
320984,2019-06-02 22:42:54,375534208663984,"fraud_Romaguera, Wehner and Tromp",kids_pets,45.08,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,1986-03-28,265b4600004b6ca287988fa78de1d5e4,1338676974.0,37.555154,-78.719513,0.0
53804,2019-02-01 21:20:09,38199021865320,"fraud_Cormier, Stracke and Thiel",entertainment,70.68,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196000000000005,-72.3001,477,Naval architect,1988-04-15,aa566310cbff5cc5ef69e4dedcec3111,1328131209.0,42.863596,-73.172315,0.0
191421,2019-04-08 18:10:26,4260128500325,fraud_Cormier LLC,shopping_net,15.05,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",1997-08-04,4faf46f5089fd0712228f24bd0995aab,1333908626.0,38.142396000000005,-82.834028,0.0
448242,2019-07-18 14:27:42,4223708906367574214,fraud_Waelchi-Wolf,kids_pets,55.27,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,a718016e816f72889b8c4b6f715a4445,1342621662.0,39.925729,-84.632006,0.0
203474,2019-04-14 14:20:42,4430881574719618,"fraud_Hagenes, Hermann and Stroman",travel,1.48,Alicia,Morales,F,4456 Dunn Roads,Meredith,CO,81642,39.3199,-106.6596,61,Public relations account executive,1939-11-04,4b26e491a6b7607e5283b0693cff2600,1334413242.0,39.081823,-106.67806000000002,0.0
466155,2019-07-24 18:18:45,571844099986,"fraud_Witting, Beer and Ernser",home,79.92,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,7a6c1b936bbdaa858fbc20ebe1f5cd34,1343153925.0,38.957415000000005,-85.38269100000001,0.0
1491,2019-01-01 16:21:18,2297447006766555,"fraud_Hermiston, Russel and Price",food_dining,42.98,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1960-01-13,1ff47b13b85d4cbc4d34afd1ff543cd7,1325434878.0,40.784332,-88.592218,0.0
351132,2019-06-14 01:22:11,4294930380592,"fraud_Reilly, Heaney and Cole",gas_transport,68.58,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1940-08-23,14825fa618f02e58ec8df80093eb0022,1339636931.0,36.403689,-79.1833,0.0
123185,2019-03-10 03:55:25,213193596103206,fraud_Padberg-Welch,grocery_pos,107.01,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,1994-02-09,2a2c2c2b2d2c6123740508c387032771,1331351725.0,45.488634000000005,-85.03092600000001,0.0
439041,2019-07-14 22:05:33,3556613125071656,fraud_Schmeler-Howe,personal_care,45.15,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,440361036c55142fa07e2a67ebac9b11,1342303533.0,28.252498,-95.000319,0.0
110407,2019-03-04 04:13:05,213107169859697,fraud_Roob LLC,grocery_net,36.52,Megan,Fernandez,F,77127 Paul Station Apt. 495,Woods Cross,UT,84087,40.8874,-111.9027,13983,Insurance broker,1979-08-14,6cd4e4d880f82627c1cf58f6ea5efe29,1330834385.0,39.898249,-112.353873,0.0
477806,2019-07-28 19:18:43,4179719215697782,fraud_Breitenberg-Hermiston,kids_pets,8.84,Belinda,Jimenez,F,6807 Jacob Skyway Apt. 331,Rockwell,IA,50469,43.0032,-93.2167,1574,"Scientist, audiological",1982-12-27,67e398373bb67d7d7c0867bbccdf4f79,1343503123.0,42.40359,-93.24596,0.0
483986,2019-07-30 18:48:46,371009169330125,fraud_Thompson-Gleason,health_fitness,36.43,Randall,Burgess,M,393 Carroll Route Suite 197,Norman Park,GA,31771,31.2462,-83.6549,5666,Rural practice surveyor,2003-09-14,8ea68bff69198ebbfccaa163ee2dcf37,1343674126.0,32.022067,-84.29707900000001,0.0
449522,2019-07-19 02:02:39,4642255475285942,fraud_Heller-Abshire,grocery_net,61.17,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,9ca156ea3bfd096068e2bb0e863d94f9,1342663359.0,38.99718,-109.48695,0.0
476490,2019-07-28 12:52:03,4079773899158,"fraud_Ritchie, Bradtke and Stiedemann",travel,4.26,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,34f90f711cc1fd23adf4890c72631495,1343479923.0,44.513534,-116.095978,0.0
323795,2019-06-03 17:09:36,6506116513503136,"fraud_Cole, Hills and Jewess",home,68.77,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,1984-05-04,d7cc8d3f24d5f5c94587538165483719,1338743376.0,33.150152,-95.622431,0.0
133412,2019-03-14 17:59:04,3577578023716568,fraud_Dare-Marvin,entertainment,84.11,Debbie,Hughes,F,0182 Owens Burgs Suite 480,Diamond,OH,44412,41.0935,-81.0425,2644,"Engineer, biomedical",1983-08-25,b4788f7e8b2ca41031a0d4e4683c974e,1331747944.0,41.808447,-80.662421,0.0
89967,2019-02-22 23:30:12,4841313716651064,"fraud_Romaguera, Wehner and Tromp",kids_pets,44.09,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,5084,43.7185,-72.4439,140,"Development worker, community",1989-10-28,528a1199fc552e046f7a69c97d2f8d4b,1329953412.0,43.04302,-72.827469,0.0
110727,2019-03-04 07:12:50,3554849923339851,fraud_Miller-Hauck,grocery_pos,82.21,John,Hudson,M,886 Nicole Key,Stillwater,OK,74074,36.1043,-97.0609,55345,Cabin crew,1948-05-01,de809dfa844f3acdf322b73b82515f48,1330845170.0,36.865705,-96.067853,0.0
19558,2019-01-12 21:47:27,30150717898388,fraud_Greenholt Ltd,health_fitness,33.63,Raymond,Lloyd,M,5930 Rebecca Bridge Apt. 444,Paint Rock,AL,35764,34.7031,-86.3068,653,Paediatric nurse,1966-06-19,2a83ae978bca6864a09621562a349659,1326404847.0,34.706257,-87.00265999999999,0.0
473004,2019-07-27 13:52:04,346273234529002,fraud_Schuppe-Schuppe,food_dining,17.86,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1991-10-22,f39c9ab3d481c48613839910b8ef1761,1343397124.0,37.375573,-79.820936,0.0
115108,2019-03-06 07:53:01,341542810616333,fraud_Kassulke PLC,shopping_net,8.95,Billy,Mcdonald,M,304 Ryan Port Suite 335,Camden,MO,64017,39.2048,-94.0259,464,Colour technologist,1959-05-28,722ccc2cc0f8b23e9666a477a1df4dc1,1331020381.0,38.922355,-94.378476,0.0
187373,2019-04-07 12:29:34,630424987505,fraud_Goyette-Gerhold,kids_pets,55.79,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,1981-08-29,69a7c5cd29b97bd3578f1cf369d0a975,1333801774.0,39.117749,-79.686203,0.0
17185,2019-01-11 07:02:46,4449530933957323,"fraud_Lind, Huel and McClure",gas_transport,69.5,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,1954-07-05,2c5a46ccc214d3c736df41af74b1f873,1326265366.0,37.745339,-122.12147,0.0
243535,2019-05-02 08:32:19,3589289942931264,"fraud_Schumm, Bauch and Ondricka",grocery_pos,115.11,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",1972-03-05,883c42577b5fcfb03db150e84a37402c,1335947539.0,44.636004,-96.935358,0.0
410927,2019-07-05 12:03:56,3502088871723054,fraud_Kub-Heaney,health_fitness,14.87,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,96aef28321b1d75ef32197189dede94b,1341489836.0,39.718908,-76.923023,0.0
55131,2019-02-02 19:39:08,4512828414983801773,"fraud_Romaguera, Wehner and Tromp",kids_pets,4.83,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,a77c009fa3fa7668c54c73584bad0c5a,1328211548.0,39.679004,-79.817355,0.0
27429,2019-01-16 19:26:02,2229824890647120,"fraud_Conroy, Balistreri and Gorczany",health_fitness,87.99,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,83f06a2fd1b1cbdb998e2d40b11dd562,1326741962.0,30.911789,-89.04446300000001,0.0
477716,2019-07-28 18:55:15,30234966027947,fraud_Spencer PLC,entertainment,139.41,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,e9f1b11dd07f869e0ad09f0ff431b157,1343501715.0,44.291196,-88.425785,0.0
409602,2019-07-04 20:17:40,36192615525683,"fraud_Witting, Beer and Ernser",home,17.62,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,87109,35.1506,-106.569,641349,Civil Service administrator,1976-04-11,be995ce60ca08feb62494d46af3c7d1b,1341433060.0,34.502116,-106.921816,0.0
45244,2019-01-27 22:03:34,4873783502705038,"fraud_Reichert, Shanahan and Hayes",shopping_net,132.59,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,1974-03-10,8c0182387e4b10ca8279659238c0e88c,1327701814.0,47.836575,-121.91242,0.0
253544,2019-05-06 10:49:03,6539653032686894,fraud_DuBuque LLC,grocery_pos,73.05,Samuel,Short,M,23383 Denise Pine Apt. 099,Sacramento,CA,95842,38.6865,-121.3494,757530,Soil scientist,1966-09-19,59ed55539d15ccacc37e973dd412fec9,1336301343.0,39.017814,-120.669329,0.0
65962,2019-02-08 22:12:44,376028110684021,fraud_Bednar Group,misc_net,696.29,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,5f848038fb421553bf4e6db2bb913f31,1328739164.0,39.868586,-92.549576,1.0
327650,2019-06-05 11:42:56,376028110684021,fraud_Thiel PLC,misc_pos,27.55,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,c1d0b42a2d4fadbdf93ad33333d9cb53,1338896576.0,39.957107,-93.835112,0.0
324573,2019-06-03 21:15:56,3593118134380341,"fraud_Fadel, Mertz and Rippin",entertainment,28.5,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959-05-10,5ca2734f5995f4234116c794ed39fde9,1338758156.0,43.711656,-68.897929,0.0
10811,2019-01-07 13:29:49,4990494243023,fraud_Thiel-Thiel,entertainment,15.82,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,a2c5dff68c9fd37687672b072b753fbd,1325942989.0,40.172883,-78.13691,0.0
371774,2019-06-21 12:08:59,503848303379,fraud_Gleason-Macejkovic,shopping_net,2.05,Gregory,Wallace,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,1976-09-12,08db667c162596a15054f74c167d01fa,1340280539.0,25.643709,-82.617209,0.0
456451,2019-07-21 11:14:13,630424987505,fraud_Kiehn Inc,grocery_pos,85.85,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,1981-08-29,8169123127610ae75487a3b1730bc77f,1342869253.0,39.073844,-79.920856,0.0
456855,2019-07-21 13:24:59,3559679414981506,"fraud_Hermiston, Russel and Price",food_dining,35.68,Olivia,Stephenson,F,292 Cassidy Oval,Lowville,NY,13367,43.7893,-75.4156,8830,Theme park manager,1991-03-29,942f1b2891954a5fdd093045bcabcaa5,1342877099.0,42.92986,-74.444618,0.0
373300,2019-06-22 00:50:35,3559723917628303,fraud_Maggio-Fahey,misc_pos,47.93,Matthew,Huerta,M,622 Williams Trafficway,Ringwood,IL,60072,42.4048,-88.3054,928,Outdoor activities/education manager,1985-05-13,f6fd10d58bab91fdbaaaddb059d98d1b,1340326235.0,41.670571,-88.06093100000001,0.0
159401,2019-03-25 16:25:42,2283743876903625,fraud_Medhurst PLC,shopping_net,9.81,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,4e29cf6c1447431e4364b776eb094843,1332692742.0,34.728446000000005,-84.02556700000001,0.0
387800,2019-06-26 21:03:42,3558652751678952,fraud_Kozey-Kuhlman,personal_care,51.25,Teresa,Blankenship,F,6638 Lucero Mill Suite 952,Karnack,TX,75661,32.6205,-94.2,2807,Chiropodist,1931-01-26,0d2dbcab825cc221993728d58409277c,1340744622.0,32.949771000000005,-94.113934,0.0
293992,2019-05-24 20:14:41,6011399591920186,fraud_Stamm-Witting,shopping_net,4.11,Maria,Roy,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,1973-10-14,08763d3e321b2d44c20ffac6087daff5,1337890481.0,41.810833,-72.91470600000001,0.0
399859,2019-06-30 23:17:36,374125201044065,fraud_Connelly-Carter,home,57.93,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",1970-07-20,f5c4369e815e1244304a8c1f0c4b19b6,1341098256.0,39.088768,-76.155238,0.0
4311,2019-01-03 16:43:49,3576431665303017,fraud_Connelly PLC,food_dining,130.72,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,7a2ac4aa07d305ae3f15b07ad72c69ab,1325609029.0,34.08559,-111.774108,0.0
239169,2019-04-29 19:32:00,38797410705641,"fraud_Konopelski, Schneider and Hartmann",food_dining,51.03,Andrew,Tucker,M,583 Gray Creek,Oak Hill,NY,12460,42.4069,-74.1528,277,Glass blower/designer,1971-12-12,1ae6d3a2f6318585d7b58807a39c3218,1335727920.0,41.633436,-73.193776,0.0
450743,2019-07-19 15:46:04,4186530744674,fraud_Harris Group,food_dining,67.28,Casey,Howell,F,374 Christopher Ramp Suite 855,Blackville,SC,29817,33.3645,-81.2718,4913,Technical brewer,1966-11-10,3e91689e3b05940b8c2d1898b799855e,1342712764.0,32.903351,-82.029362,0.0
288057,2019-05-21 16:31:56,4897067971111209737,fraud_Kilback Group,food_dining,7.91,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,1975-10-07,26d4893fde552a9df0f1a08bed0b22b7,1337617916.0,28.012726,-82.137103,0.0
473463,2019-07-27 16:36:20,4935858973307492,fraud_Douglas-White,entertainment,73.51,Lance,Wagner,M,6003 Brady Shoal Apt. 449,Irwinton,GA,31042,32.8088,-83.17399999999999,1841,Film/video editor,1975-06-01,0440adea4d7cd0b1d2b75fcca2d7a364,1343406980.0,32.50321,-82.458011,0.0
238821,2019-04-29 17:30:03,3534093764340240,fraud_Adams-Barrows,health_fitness,136.56,Jeremy,White,M,9443 Cynthia Court Apt. 038,Boulder,MT,59632,46.2306,-112.1138,1939,Patent attorney,1967-01-12,c2dca7f9ed8d40662dc53a0413077d3b,1335720603.0,46.26496,-111.573494,0.0
72861,2019-02-12 12:10:53,676369110710,"fraud_Yost, Schamberger and Windler",kids_pets,26.11,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974-12-28,8e5b4758af71ce3371192a6b5265f8f5,1329048653.0,42.637674,-82.499553,0.0
149069,2019-03-21 17:04:31,377026671291680,fraud_Flatley Group,misc_pos,116.14,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,1974-10-27,ef1b43f06104910b55bbd8d901068c65,1332349471.0,37.426355,-91.632279,0.0
471557,2019-07-27 01:17:38,2720012583106919,fraud_Cormier LLC,shopping_net,99.06,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,1980-08-18,f8f7d0d989dd166e75195395ab5897e1,1343351858.0,43.510007,-103.484943,0.0
54267,2019-02-02 05:21:22,4951647200979051,fraud_Marks Inc,gas_transport,78.89,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1976-06-15,d09049a42377596a1937d1f083ceca45,1328160082.0,37.821929,-88.342479,0.0
71817,2019-02-11 23:03:45,4003989662068504,fraud_Price Inc,shopping_net,7.02,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,ce76e55498b6a578fad4beed3145b6e6,1329001425.0,34.272353,-87.923188,0.0
291127,2019-05-23 13:17:03,4989847570577635369,fraud_Price Inc,shopping_net,2.95,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,3ac6b5ee48a856c5950775a8dcfc89f7,1337779023.0,35.054799,-82.011537,0.0
276579,2019-05-17 03:16:25,213113028819344,"fraud_Towne, Greenholt and Koepp",shopping_net,1.4,Melanie,Jimenez,F,77944 Daniels Valley Suite 921,Camden,NY,13316,43.3392,-75.7543,6460,Building control surveyor,1959-09-27,229d9cbdf87fe6ca3abc4a6fc72b72ff,1337224585.0,44.33017,-76.210654,0.0
321116,2019-06-02 23:21:10,4683638447911,fraud_Mayert Group,shopping_pos,127.02,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1972-07-01,36c612eb12d7e6690807d68af9f2b60c,1338679270.0,30.498281,-92.869468,0.0
60208,2019-02-05 03:54:32,4800395067176717,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,51.66,Daniel,Owens,M,88794 Mandy Lodge Apt. 874,Howells,NE,68641,41.6964,-96.9858,1063,Research scientist (maths),1928-04-02,5ddae980648531702f68fe41a204bdf6,1328414072.0,42.045302,-96.629674,0.0
213329,2019-04-19 05:00:27,4926376199189801,fraud_Barton Inc,grocery_pos,197.55,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,1977-06-07,883015d3a8789d79539a68373c2e8dfd,1334811627.0,36.380495,-92.108792,0.0
399757,2019-06-30 22:43:13,213148039875802,"fraud_Haley, Jewess and Bechtelar",shopping_pos,14.59,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,1978-11-30,d32af9b5e76fe00adc8f840f4ec50527,1341096193.0,28.133383,-83.030521,0.0
260179,2019-05-09 19:32:15,3545109339866548,fraud_Hills-Witting,shopping_net,2.83,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,22eed7e1230a9297f44d0dcc4a527f9e,1336591935.0,33.8871,-89.55146500000001,0.0
52214,2019-01-31 19:16:21,30551643947183,fraud_Osinski Inc,personal_care,166.41,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,887b6e8d4b49c371d065d498c2544e9d,1328037381.0,35.287994,-80.73843199999999,0.0
456820,2019-07-21 13:17:29,3547560454237873,fraud_Terry Ltd,home,38.99,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",1966-12-21,2da4e18833f75d09788f9c73fa697ddc,1342876649.0,43.887875,-86.15716,0.0
371707,2019-06-21 11:17:20,30290551782700,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,107.36,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,a54d7354995148b740806669660d9e0c,1340277440.0,36.327656,-86.908376,0.0
